OptIndex	Step	X_0	X_1	X_2	X_3	X_4	X_5	X_6	X_7	X_8	X_9
0	20	6.53296220092220020e-02	-3.25561620418465980e-01	6.21723875020193328e-01	7.33226165572548605e-01	7.62999609959729597e-01	7.20307291762430912e-01	5.96053457255046437e-01	4.42730026322947667e-01	2.50204438142688279e-01	6.77161653013587245e-02
0	21	6.60104982214661934e-02	-3.12817475874845985e-01	6.08386976728165552e-01	7.09593839624583556e-01	7.31529517200481649e-01	6.83618251261595589e-01	5.78182485525837175e-01	4.33901396160328523e-01	2.10466328126743873e-01	3.70406693782418736e-02
0	22	7.29315953021994201e-02	-2.68518029021299343e-01	5.51157376030426915e-01	6.34704971257925465e-01	6.36712066374806707e-01	5.71503954581225937e-01	5.11429168093816888e-01	3.84339196055470733e-01	1.16935344125213836e-01	-2.38034378798600149e-02
0	23	9.09245814023572629e-02	-1.41026504561553606e-01	3.84079352073549429e-01	4.19019623122230400e-01	3.62970080629478886e-01	2.47778664714584540e-01	3.22360524574742457e-01	2.42620569210896558e-01	-1.62093309657610540e-01	-2.09017167519440716e-01
0	24	9.21488741856302113e-02	-1.29498910663968930e-01	3.68916684287581564e-01	3.98594330462704427e-01	3.36189328249972719e-01	2.15905204964224606e-01	3.08320725471409929e-01	2.33442232717432974e-01	-1.87629470854469238e-01	-2.20144507504513476e-01
1	0	-2.06893649709248617e+00	1.54008347787291910e+00	-2.46311103399419284e+00	1.09051007103484743e+00	-7.13075197571756636e-01	-2.62867040887021020e+00	2.90225685841473791e+00	2.64026715545571555e+00	1.34394133452012388e+00	8.00866670695945526e-01
1	1	-1.54543404545439889e+00	1.04234756769920534e+00	-1.70193244310190983e+00	1.05010520308144906e+00	-4.49350861160703718e-01	-3.02791442668075916e+00	2.70116836179394904e+00	2.79948574530585059e+00	1.32989356956515037e+00	8.55968233657136479e-01
1	2	-1.19124865734522056e+00	7.44553391597136072e-01	-1.62499937589728916e+00	9.04344951023798638e-01	-2.04356048207722213e-01	-2.88519255055953172e+00	3.00647035563376352e+00	2.75625424762184235e+00	1.34936549768174729e+00	9.20704780210327534e-01
1	3	-9.56396141398752286e-01	5.56628601668870737e-01	-1.82791648726261169e+00	7.56118831044132689e-01	-2.55822709135413995e-02	-2.87223288295900181e+00	2.91429165579372373e+00	2.77453505255754740e+00	1.37458871847317243e+00	9.96912590340074289e-01
1	4	-9.27151094372954732e-01	5.27797057679293746e-01	-1.85698214748640056e+00	7.76080369375725443e-01	-3.98822813110100705e-02	-2.90976051029093963e+00	2.91893632187661689e+00	2.71663994821491217e+00	1.40040040187110226e+00	1.05274525854955403e+00
1	5	-8.04348251306971296e-01	3.98136567017240373e-01	-1.94015129671075459e+00	9.68448390991111796e-01	-1.81736473916233210e-01	-2.87998077268262875e+00	2.91307389037809417e+00	2.74256338102340402e+00	1.50892348268950416e+00	1.44463089119876242e+00
1	6	-7.20402023345150910e-01	7.18954641925515281e-01	-1.93138983021694388e+00	1.34293314235270000e+00	2.64423941035962895e-01	-2.87007780632197917e+00	2.90648380037586263e+00	2.87438767569990050e+00	2.72256727523085651e+00	5.80395189412011803e+00
1	7	-8.20751606407990608e-01	8.50420116624593270e-01	-1.89192798261733119e+00	1.40866670863655052e+00	5.17251650294583420e-01	-2.87296981499158610e+00	2.89787782719361431e+00	2.89321277175059643e+00	3.19110660881515029e+00	1.11391620120342481e+01
1	8	-1.41437429006198334e+00	5.53105267452146943e-01	-1.68887829777206910e+00	6.61308372853555149e-01	3.08125268442515421e-01	-2.85420028956802296e+00	2.90258183658411273e+00	3.03950573136287350e+00	4.67679991012367502e+00	1.98891132913083339e+01
1	9	-1.30760191706985363e+00	6.60917742401836761e-01	-1.66408081148820752e+00	5.56823315205046243e-01	2.07407933549404067e-01	-2.85152407958708087e+00	2.90006314561390433e+00	3.04426160236490118e+00	4.73796486201726186e+00	2.02703836363304291e+01
1	10	-8.30787986051441107e-01	6.02637111138685677e-01	-1.33168661484115902e+00	-1.96799033848663041e-01	-8.05131729505578209e-01	-2.24549376918243837e+00	2.36756807277450809e+00	2.51868862762569590e+00	3.61858953330241206e+00	1.49163428397535434e+01
1	11	-5.31792281578544523e-01	1.04351563712520301e-02	-1.40513732685343129e+00	1.51915164118326196e+00	8.33709916646058646e-01	-1.55721090913033344e+00	1.77554268613662547e+00	2.10411311388204902e+00	3.96095095449424051e+00	1.60510433536006438e+01
1	12	-6.46656992020432808e-01	1.64417234648690097e-01	-1.02141029556341789e+00	4.64204838261489394e-01	3.31300216544708759e-01	-1.36489514768814546e+00	1.62477800687116503e+00	2.05283124200168299e+00	4.18232922437471810e+00	1.76851222983816250e+01
1	13	-6.55060776729397554e-01	1.59990127992410164e-01	-8.32173872760755384e-01	3.71334356709803137e-01	1.43918371596878925e-01	-1.22126330469473099e+00	1.51536696706923024e+00	2.03228711403598705e+00	4.29117627415978653e+00	1.83351603240593697e+01
1	14	-5.98860297395148566e-01	1.85838890733083573e-01	-6.05622167245540299e-01	2.60859685944006436e-01	-2.62959788078100942e-02	-1.05867420123624445e+00	1.39883795406447797e+00	2.02119668954441023e+00	4.25834364514269126e+00	1.81357769731967018e+01
1	15	-5.40433414451014560e-01	1.99506300726771668e-01	-4.48944842571948555e-01	1.88916637158720147e-01	-8.10006335101756680e-02	-9.51288827626127098e-01	1.33087276626497997e+00	2.02254500404609994e+00	4.22196063889743556e+00	1.78636368142651847e+01
1	16	-4.84097767682024949e-01	2.02621024823226054e-01	-3.19731612974101798e-01	1.33913801449551728e-01	-8.01847142125648726e-02	-8.70817868076869450e-01	1.28956297527176145e+00	2.02533807330988047e+00	4.18604458186039796e+00	1.75617370306762837e+01
1	17	-4.32542121332695984e-01	1.96644611603089631e-01	-2.11920709839236721e-01	9.02846137890696704e-02	-5.00501195445200164e-02	-8.15445616279731111e-01	1.27183595412881756e+00	2.02448255576104641e+00	4.14404947243633615e+00	1.72039097836311292e+01
1	18	-3.84411654135377368e-01	1.82303376200061373e-01	-1.17104200605277806e-01	5.21941412831848361e-02	-6.76704916024067904e-03	-7.82409654687619027e-01	1.27483845440648524e+00	2.01755660844362339e+00	4.09075729810024313e+00	1.67565323112271116e+01
1	19	-3.44944405012940380e-01	1.61129060711777294e-01	-4.42091414182414211e-02	2.17442918089970592e-02	3.33463489937299365e-02	-7.77182276278705397e-01	1.29739645545137283e+00	2.00400405097717016e+00	4.02767787664077037e+00	1.62374406473583299e+01
1	20	-3.22812599586771110e-01	1.38654842800785300e-01	-8.29602611677422719e-03	3.90734943329773890e-03	5.03777313190510584e-02	-8.00326388220171991e-01	1.32967408183459290e+00	1.98706345887898639e+00	3.96645036185428168e+00	1.57450577579448243e+01
1	21	-3.16057177385825283e-01	1.20322308117403451e-01	-1.37589330378882092e-03	-4.85689587210669065e-03	3.82351352305018710e-02	-8.37538318772869661e-01	1.35598481320762598e+00	1.97054047701885526e+00	3.91339861013754975e+00	1.53276832492692243e+01
1	22	-3.13282303164097664e-01	1.07741149088717028e-01	-3.68491594263148977e-04	-1.13872264603686983e-02	9.15146273978223110e-03	-8.71815358658978634e-01	1.36641838673672678e+00	1.95510913592328794e+00	3.86205710581719108e+00	1.49267619817067310e+01
1	23	-3.03368950900811396e-01	9.77637956343290065e-02	9.93383216723312500e-03	-1.71771143933533363e-02	-2.13822104975002793e-02	-8.99460170021008198e-01	1.36112980772004377e+00	1.93688345373974657e+00	3.79372120745127894e+00	1.43923684598006894e+01
1	24	-2.78917579642036673e-01	8.73510885757787514e-02	3.30543816515157865e-02	-1.73741952706362029e-02	-4.14339263675581534e-02	-9.21694780476566944e-01	1.33984481446016002e+00	1.91098874992034284e+00	3.68914938550310856e+00	1.35821531829029869e+01
2	0	1.90590157939802829e+00	-1.60965559529870372e+00	-2.61619882246947544e+00	2.86002919568344049e+00	1.68232554303536919e+00	-1.90517420373355617e+00	-1.10917808224433534e+00	-1.60837265787712669e+00	1.49126375919183785e+00	4.03478036460276357e+00
2	1	1.79677468843951949e+00	-7.44033450622678671e-01	-1.59056074874652786e+00	1.13705506592227956e+00	2.32625184142781283e+00	-1.05832553215532599e+00	-5.97879630187191036e-01	-1.30151117572149988e+00	1.80999610353522633e+00	3.94599042039227177e+00
2	2	2.13848762970100381e+00	-6.30304215191865858e-01	-1.54798245296330261e+00	1.16563586001449737e+00	2.14539546789706126e+00	-8.70119735093402902e-01	-4.41662411705885660e-01	-1.23477265939569780e+00	1.93004727980646940e+00	3.91128261672347044e+00
2	3	2.12238959141891570e+00	-1.67484228194455853e-01	-1.69707422473971059e+00	1.56127647273073067e+00	2.31964542401054086e+00	-6.26645421503875699e-01	-5.69046027386945208e-02	-1.16659171290087960e+00	2.04029918696457102e+00	3.86083400859255121e+00
2	4	2.13583843807449902e+00	-1.18811811914023985e-01	-1.71914341669792625e+00	1.56597107707348959e+00	2.31762028389173658e+00	-6.13796808141592987e-01	-2.84739607611869810e-02	-1.18410105359047302e+00	1.97493233692217585e+00	3.86842646150836433e+00
2	5	2.15387285760671299e+00	-1.56542695033550505e-02	-1.73957212932594518e+00	1.54270456735815875e+00	2.29290771494466172e+00	-7.03594501141311945e-01	-3.03550324432516755e-02	-1.25221366831779535e+00	1.99427790533980764e+00	3.81506835875488415e+00
2	6	2.16489385063325379e+00	1.67411587110898666e-02	-1.68587868186862000e+00	1.56196534674132215e+00	2.28974820313791172e+00	-7.59155430281104437e-01	-1.80823613002174637e-02	-1.25954800073844209e+00	1.97621388459292069e+00	3.77631469251428742e+00
2	7	2.14368696287673144e+00	3.29757939036235612e-02	-1.69370574933793772e+00	1.48866152795161866e+00	2.20364332492155324e+00	-1.11686750871716267e+00	2.70601912952683765e-01	-9.64315887363574875e-01	1.81008801930954610e+00	3.24384797040048545e+00
2	8	2.04041404098854295e+00	-2.56301839891923067e-01	-1.64352817815669527e+00	1.43199229784900695e+00	2.14351417673386191e+00	-1.23329371273581256e+00	7.48750523907432131e-01	-1.05625807385851944e+00	1.30546613077564233e+00	1.00808336352837147e+00
2	9	1.99667107767364760e+00	-2.11181292878522553e-01	-1.64341137017670147e+00	1.45639010649252687e+00	2.10295910288774968e+00	-1.19200166001629837e+00	5.33933147866984315e-01	-6.89424805215054115e-01	6.41924553163540801e-01	-1.56498417729282657e+00
2	10	1.32024721658623934e+00	-1.62136243476468322e-01	-1.29776157973773465e+00	1.37008418465402193e+00	1.37519359573287026e+00	-2.22393451551358257e-01	-3.99985214571151881e-01	-9.31518437675762589e-01	1.14058031967478257e+00	1.38333614941852012e+00
2	11	1.07891188718806874e+00	2.49171706689972350e-02	-1.16069201153381063e+00	1.28467031889855710e+00	1.08836718282317069e+00	-7.06665200159657947e-02	-1.49975504504677504e-01	-6.68620666156786836e-01	8.51900980959495069e-01	7.44871365832689980e-01
2	12	8.04294552253275175e-01	1.13419816405447099e-01	-9.58007997807841516e-01	1.05243836038342797e+00	7.97801525261719657e-01	1.83019714593681937e-01	-9.64690031907242673e-02	-4.74704828444730387e-01	4.90737944482456834e-01	-3.11792627165281555e-02
2	13	6.32704642260406791e-01	1.22471564251359702e-01	-8.05768415024957330e-01	8.71034776117294185e-01	6.28214334357303672e-01	3.09999666228210180e-01	-3.64060337340492632e-02	-3.38244976937362551e-01	3.60875383500441016e-01	-3.64672109022116941e-03
2	14	4.78790710990155133e-01	1.01821709508146729e-01	-6.47471737277447779e-01	6.87632083439654096e-01	4.75533123960924398e-01	3.45741734828279579e-01	9.14944282133311193e-02	-1.59158633405788202e-01	1.92635866419645502e-01	-1.05047478149739484e-01
2	15	3.35252239703354715e-01	7.04498595532146443e-02	-4.77249998043438373e-01	4.93153094874105191e-01	3.32016698558659340e-01	3.38509070287741076e-01	1.87489390468780409e-01	-3.25924304567110079e-03	9.64426595221750532e-02	6.09971201398580992e-02
2	16	1.63373263979983085e-01	2.67933542506718358e-02	-2.59860212372542643e-01	2.49059049581108749e-01	1.53203873547855890e-01	2.98897522668937821e-01	2.99218737543687718e-01	2.19578208282666332e-01	-1.16040321799368643e-01	-1.07422170281041438e-01
2	17	1.36726872184140869e-01	1.56136626748355420e-02	-2.03971736432560891e-01	1.87038147994256082e-01	1.21792047859104427e-01	2.66583205397633582e-01	2.77566152195815596e-01	1.88689393920459247e-01	-7.76232115017298357e-02	8.58401107621524356e-02
2	18	9.84728591029292999e-02	3.16554138687672772e-03	-1.20652648294274092e-01	9.66470000617861841e-02	7.38231991758845352e-02	2.16319964273287174e-01	2.38933910899469831e-01	1.50158772525956719e-01	-7.85523470757395065e-02	1.42025072452196643e-01
2	19	5.59907359066635843e-02	-8.49699666561389531e-03	4.69446595420778962e-02	-7.74289729957330503e-02	7.98042094803122493e-04	6.47997569537993590e-02	5.54644869476978442e-02	-5.01954802099107422e-02	-5.02784918066861292e-02	1.47203923429895162e-01
2	20	1.17218450785771339e-01	1.08299478446936114e-02	-3.59177337961313903e-02	1.82808908929924935e-02	6.51074345604200910e-02	7.54832871375165915e-02	3.31878060587557089e-02	-8.36919469596183463e-02	-1.87235308683357457e-02	6.24803236050524846e-02
2	21	1.01711091930047709e-01	1.25330093233407686e-02	-1.48312107548485214e-02	-3.37078749816036027e-03	4.52553826335947082e-02	6.17764366104426102e-02	4.72750288196680107e-02	-3.96592394560878816e-02	-4.59023144075164091e-02	1.57315902960894136e-02
2	22	9.90787304328718116e-02	1.85297670983588618e-02	2.47408731660827760e-03	-1.79728795220247539e-02	3.53243700967410673e-02	3.41017786711483306e-02	2.75645716275038540e-02	-2.99905399044450224e-02	-4.71452949178946534e-02	-5.61919743185320883e-03
2	23	1.04136117611294959e-01	2.66586443337941091e-02	4.83287718766835586e-03	-1.51628317075967189e-02	3.38915434296557308e-02	1.39216096218182372e-02	1.43786926899883514e-02	-9.83135637775622503e-03	-3.91753266891483806e-02	-9.01785635495626695e-03
2	24	1.13814371957405791e-01	3.33715222470820291e-02	3.48123538432045139e-04	-3.65085671480154354e-03	3.71802507680646238e-02	-1.26458733788169415e-03	2.16569571946180657e-03	7.76539380777758678e-03	-2.29367411242590302e-02	7.85080234884629607e-04
3	0	-2.77400286682913988e+00	2.14924209024227064e+00	1.41150134291690921e+00	2.55160847368765875e+00	1.97373925911175263e+00	1.89073620545605081e+00	-2.62019070542545940e+00	2.17338695842541263e+00	-1.28659492080458515e-01	-2.29774138939379302e+00
3	1	-2.01421276522420190e+00	2.47985105680306628e+00	1.47317684271166716e+00	2.06297199502572282e+00	1.85031635727783783e+00	1.79115723485693845e+00	-2.07055525163121334e+00	2.24673108325545101e+00	-4.26725511350464909e-02	-2.24101923527047964e+00
3	2	-2.00656401428817732e+00	2.41667272777250197e+00	1.56052134400456888e+00	1.96354998036643780e+00	1.57508648080059510e+00	1.93528307299840141e+00	-2.06881848321280648e+00	2.21218592384510071e+00	1.12023488744218427e-01	-2.13020555391830602e+00
3	3	-2.10308598417570947e+00	2.49027926316526083e+00	1.59327856845657401e+00	1.94411114179177047e+00	1.38004149305608959e+00	1.75350090629107180e+00	-2.07500851318481461e+00	2.30982582085345944e+00	3.88499392957097123e-01	-1.85861872629407854e+00
3	4	-1.99059677480934116e+00	2.46715718928352556e+00	1.53640198508280967e+00	1.94194584958218086e+00	1.50486100423267621e+00	1.74670679118191186e+00	-2.23135912289522365e+00	2.32294368954358532e+00	8.47071920490127583e-01	-1.17616659170061855e+00
3	5	-2.01145428332744913e+00	2.32893363911532880e+00	1.49621296044989593e+00	1.98972809705298537e+00	1.67086024797403221e+00	1.84281472666770751e+00	-2.08078248533954246e+00	2.48895313726576983e+00	1.17332024263505197e+00	-3.00295409988580397e-01
3	6	-2.08563903391858307e+00	2.42449945231250341e+00	1.47323453430848383e+00	2.04307622200366890e+00	1.73998223322229029e+00	1.91658386726036589e+00	-1.95970418140458680e+00	2.36753518839506771e+00	1.24405983654915331e+00	5.48188049559737545e-01
3	7	-2.05558417308978703e+00	2.39532270035453099e+00	1.53907028708291382e+00	2.00522448042876889e+00	1.73097256414331913e+00	1.87992713639126618e+00	-2.02986530331780601e+00	2.40171582012198659e+00	1.10736147034082921e+00	1.15332294909800703e+00
3	8	-2.03466686068997360e+00	2.38933380174352328e+00	1.52884431420452427e+00	2.03859592560676761e+00	1.71372526098598255e+00	1.87603309122399953e+00	-2.02811017929458481e+00	2.40226128526649729e+00	1.10200134477106171e+00	1.16672447563244308e+00
3	9	-2.04687844731899027e+00	2.33401147663817676e+00	1.17040663119431154e+00	1.90756296524310276e+00	1.61008525903918431e+00	1.85575741944710693e+00	-2.03182026249151004e+00	2.40594482359601924e+00	1.07479183929494160e+00	1.23820664491543053e+00
3	10	-1.37431453697483308e+00	1.92592950959471332e+00	1.65240194302348087e+00	1.28762033417909105e+00	8.96679001007038012e-01	1.04292027423502809e+00	-1.37318721043172065e+00	1.76631250292901321e+00	2.23492914237041163e+00	3.51632663450551686e+00
3	11	-1.15904433222855308e+00	1.57487137199655303e+00	1.10277257672517948e+00	1.05892543328850319e+00	7.30131191570806415e-01	7.62571403365017497e-01	-1.20183643745098578e+00	1.52787626726856329e+00	1.70204667922969310e+00	4.00593257245742684e+00
3	12	-1.06743575556628501e+00	1.35601790462281691e+00	9.54702358382096050e-01	9.39576801966851116e-01	6.71952250006429552e-01	5.81086865626097904e-01	-1.07318088219915109e+00	1.44881460917316840e+00	1.96325341996688696e+00	4.13662222521419043e+00
3	13	-9.85336592888193197e-01	1.13785378945844173e+00	9.20837552131897330e-01	8.22380504182889105e-01	6.02936760644826597e-01	3.74305192410083198e-01	-9.48319871808405379e-01	1.37122089548576875e+00	2.13920616243974626e+00	4.43262636828718559e+00
3	14	-9.50100569986544241e-01	1.02777935986909741e+00	9.26351005441562680e-01	7.65029797841690673e-01	5.55213185330844849e-01	2.57555880841535356e-01	-8.95936938605486177e-01	1.33053457093149907e+00	2.08190093917149044e+00	4.38897969085884387e+00
3	15	-9.33657259004285089e-01	9.48016703735188648e-01	8.97494664063669068e-01	7.26177032069732831e-01	5.15632372106479275e-01	1.69911736745159414e-01	-8.68648971182547691e-01	1.31500836157135725e+00	2.03281543598864900e+00	4.21309427425830485e+00
3	16	-9.25164398850747527e-01	8.77645355902734625e-01	8.49401243743604262e-01	6.91193907445125100e-01	4.69281487610571035e-01	8.73079006469365121e-02	-8.55617969238687937e-01	1.30770750015259485e+00	1.94790581218024816e+00	3.86627470121172712e+00
3	17	-9.22728290589288846e-01	8.31391015879819562e-01	7.99575662120538100e-01	6.63400054047159626e-01	4.22313595312234891e-01	2.65480351338512888e-02	-8.57030037181502613e-01	1.30159466342425878e+00	1.83773682463687393e+00	3.41615507435753774e+00
3	18	-9.22545863134481836e-01	8.14182050505267818e-01	7.62495857877987349e-01	6.43213711373556318e-01	3.81949841775240995e-01	-3.90032789144957245e-03	-8.66210026841870984e-01	1.28890161849301110e+00	1.72549288319742722e+00	2.98087840505993462e+00
3	19	-9.21651491677498047e-01	8.14962684861320286e-01	7.26690549855238510e-01	6.18408515220208232e-01	3.31502846799270001e-01	-1.93647086550856398e-02	-8.79692672333417969e-01	1.25768915696743666e+00	1.57240722712500647e+00	2.42631576232431545e+00
3	20	-9.18176008635472440e-01	8.37000854993341425e-01	7.02656757466170068e-01	5.88554515512685228e-01	2.76742990787236187e-01	-1.32939241914672261e-02	-8.88873610486417554e-01	1.20143722269167630e+00	1.39953901716899365e+00	1.86298948958298416e+00
3	21	-9.10130494537594203e-01	8.76482015788040969e-01	7.00059962273715142e-01	5.51914640133444823e-01	2.23360369522927982e-01	1.47618875140031434e-02	-8.80856762958279638e-01	1.11592254676522806e+00	1.23590267862071101e+00	1.43003871453668840e+00
3	22	-8.92020886109644140e-01	8.91753259400747011e-01	7.01196614838959675e-01	4.86839650275982250e-01	1.49282731679732994e-01	2.17218677304842379e-02	-8.35543306580436518e-01	9.90782222658511680e-01	1.04758672774825290e+00	9.99145957919069350e-01
3	23	-8.57570188913807652e-01	8.72026685871482909e-01	6.89935803607129361e-01	3.60786911315460701e-01	2.15874889672887371e-02	5.99951061444350953e-04	-7.19111349423810831e-01	7.70790008814181249e-01	7.47276678901439895e-01	3.96355255232027304e-01
3	24	-8.30118583794888898e-01	8.55973171192884297e-01	7.01496374552768920e-01	2.67930818940175008e-01	-4.30650510830535155e-02	8.88177591384513125e-03	-5.85008471061416624e-01	5.88810102176330341e-01	6.25235195537839905e-01	4.71432622995429707e-01
4	0	2.12118867241306130e+00	4.60835882400431718e-01	-5.79570651403265025e-01	2.11903213329855022e+00	1.03300556312749303e+00	-3.20997993254351299e-01	-1.18200249261537182e+00	7.53909170060373945e-01	-1.30779504472217756e+00	-8.35089224531199159e-02
4	1	1.27920200131358008e+00	6.41286171586713638e-01	-6.59343870802153620e-01	1.30517945800957191e+00	1.06210677825672706e+00	-2.11136933507153235e-01	-1.04162359924166870e+00	6.60120213839306302e-01	-9.87005679598007446e-01	4.52833185479016576e-03
4	2	1.36179956248474854e+00	6.31433511641437017e-01	-8.39895689764556641e-01	1.28542241015994430e+00	5.11855880757658643e-01	1.39114235972312039e-01	-6.60087027949103677e-01	5.63259753181085454e-01	-4.84074028121259214e-01	1.63712864954384141e-01
4	3	1.42698729184246642e+00	5.60341620387243000e-01	-9.08861681452105774e-01	1.21898376967006561e+00	5.53336585266204106e-01	1.26813863780089686e-01	-5.69368539477577151e-01	5.28023820699027313e-01	-4.78443322992672282e-01	1.43259974230157322e-01
4	4	1.36503282340084930e+00	4.93244429739211954e-01	-1.04212049298015352e+00	1.29482894168840912e+00	6.20959219434013665e-01	9.86594750555529337e-02	-3.67644695549193878e-01	4.46917263348057370e-01	-5.07365669211084169e-01	7.56013553642349012e-02
4	5	1.37817926220417908e+00	5.46889190360077104e-01	-9.97831461847697443e-01	1.30394736957354951e+00	6.93483116432599855e-01	1.93170878496006948e-01	-2.45871948280825647e-01	4.13085678778150667e-01	-5.48346768083478597e-01	3.51366715110184094e-02
4	6	1.36376324003261118e+00	5.12460777538501722e-01	-1.03233937785745944e+00	1.33602302650565297e+00	8.01987950636779967e-01	3.42819354352473515e-01	-2.40034534088201912e-01	4.18802396018423173e-01	-5.55222341664982744e-01	8.93083561397736841e-02
4	7	1.35811212024186068e+00	5.91339555047913912e-01	-1.02543034658919519e+00	1.32712841147586036e+00	8.62286939150526122e-01	3.06266612322501408e-01	-1.18747680269169945e-01	2.81588033463273546e-01	-7.12238689696834903e-01	5.80272665254402020e-01
4	8	1.31647266231620153e+00	5.59153850381164608e-01	-1.01143311002033731e+00	1.28119031383935633e+00	8.01289214335875633e-01	3.33536438871715024e-01	-2.80348723006432349e-02	2.70598561616447242e-01	-9.26164474736800969e-01	8.36993910735939428e-01
