fun	idx	status	iter	fval	norm	coord_0	coord_1
ackley	72	2	11	5.38186	1.65513e-06	-0.982416	-1.96462
ackley	73	2	11	10.645	5.18682e-06	-1.99076	-4.97684
ackley	74	2	11	10.645	5.18682e-06	-4.97684	1.99076
ackley	75	2	11	7.18095	5.95335e-06	0.989154	2.96726
ackley	76	2	11	10.1203	7.45098e-06	-3.09045e-08	-4.97361
ackley	77	2	11	5.38186	1.65513e-06	-0.982416	-1.96462
ackley	78	2	11	4.49484	1.77641	-0.683142	-0.836654
ackley	79	2	11	3.57445	1.02328e-06	-0.968478	0.968478
ackley	80	2	11	10.645	4.61089e-05	1.99077	4.97684
ackley	81	2	11	8.81315	4.25988e-06	-3.97092	0.992767
ackley	82	2	11	11.9013	4.83949e-06	3.98657	-4.9832
ackley	83	2	11	6.55965	1.98661e-06	1.97445	-1.97445
ackley	84	2	11	8.3108	7.75881	-1.17715	-3.09501
ackley	85	2	11	6.55965	1.98661e-06	-1.97445	1.97445
ackley	86	1	5	12.6323	6.15477e-07	4.98618	4.98618
ackley	87	2	11	0.00438955	2.9099	0.00113618	0.00102455
ackley	88	2	11	4.68666	7.58684	1.19243	-0.98785
ackley	89	2	11	3.57445	1.02328e-06	0.968478	-0.968478
ackley	90	2	11	5.38186	1.65513e-06	1.96462	-0.982416
ackley	91	2	11	11.9013	4.8001e-06	-4.9832	3.98657
ackley	92	2	11	0.00437704	2.90967	0.00136674	0.000677856
ackley	93	2	11	9.04465	4.34366	-0.0381447	-3.82264
ackley	94	1	9	8.61625	7.35714e-07	1.16294e-10	3.96947
ackley	95	2	11	11.9013	1.48756e-05	3.98657	-4.9832
ackley	96	2	10	9.00109	5.48021e-05	2.97922	2.97922
ackley	97	2	10	3.57445	1.02328e-06	-0.968478	0.968478
ackley	98	2	10	6.88258	6.14093e-06	-2.96462	-1.07995e-10
ackley	99	2	10	4.88407	4.37074e-06	-1.95892	3.78042e-10
ackley	100	2	10	7.96171	3.88926e-06	-1.98214	-2.97314
ackley	101	2	10	7.18095	5.76906e-06	-2.96726	-0.989154
ackley	102	2	10	9.35304	1.20449e-06	3.97454	-1.98731
ackley	103	1	5	2.57993	5.09879e-07	-4.05665e-09	0.952167
ackley	104	2	10	2.57993	0.000453752	0.952159	5.17897e-06
ackley	105	1	9	2.57993	9.86946e-07	-0.952167	-1.58736e-08
ackley	106	2	10	3.57445	3.12146e-06	0.968478	-0.968478
ackley	107	2	10	10.645	5.18682e-06	-4.97684	-1.99076
ackley	108	2	10	4.88407	2.98668e-06	-1.95892	8.31529e-09
ackley	109	2	10	9.35304	1.20449e-06	3.97454	1.98731
ackley	110	2	10	6.55965	8.86753e-06	-1.97445	-1.97445
ackley	111	2	10	10.258	4.80324e-06	4.9745	-0.99492
ackley	112	2	10	5.38186	2.89232e-06	0.982416	1.96462
ackley	113	2	10	7.96171	4.64666e-06	2.97314	-1.98214
ackley	114	2	10	5.38186	1.69838e-06	1.96462	-0.982416
ackley	115	2	10	2.57993	1.39511e-06	2.39299e-08	0.952167
ackley	116	2	10	0.000828083	2.84398	0.000288501	4.48661e-05
ackley	117	2	10	0.00120752	2.85107	-0.000364118	-0.000219618
ackley	118	2	10	9.35304	1.39687e-06	3.97454	-1.98731
ackley	119	2	10	8.81315	3.76452e-06	0.992767	3.97092
ackley	120	2	10	4.88407	3.0301e-06	6.94124e-09	1.95892
ackley	121	2	10	4.65122	6.91064	-0.0677327	1.28788
ackley	122	2	10	6.88258	6.19923e-06	2.96462	1.58164e-08
ackley	123	2	10	10.9983	6.14642e-06	-3.98307	3.98307
ackley	124	2	10	11.9013	4.91269e-06	3.98657	-4.9832
ackley	125	2	10	0.000728429	2.84211	-0.000102487	0.00023559
ackley	126	2	10	9.35304	1.20449e-06	3.97454	1.98731
ackley	127	1	4	12.6323	6.67236e-07	4.98618	4.98618
ackley	128	2	11	7.96171	3.88926e-06	-2.97314	-1.98214
ackley	129	2	11	8.61625	1.14563e-06	-1.69921e-08	-3.96947
ackley	130	2	11	5.38186	1.69838e-06	1.96462	-0.982416
ackley	131	2	11	9.35304	1.39687e-06	-3.97454	1.98731
ackley	132	2	11	4.88407	9.27611e-05	-1.46429e-06	-1.95892
ackley	133	2	11	7.96171	3.88926e-06	-1.98214	2.97314
ackley	134	2	11	11.9013	4.8001e-06	4.9832	3.98657
ackley	135	2	11	5.38186	2.94464e-06	0.982416	-1.96462
ackley	136	1	8	12.6323	6.15477e-07	-4.98618	4.98618
ackley	137	2	11	10.9983	6.14642e-06	3.98307	3.98307
ackley	138	2	11	0.000123317	2.83075	-4.22851e-05	-1.05491e-05
ackley	139	2	11	9.35304	1.20449e-06	-1.98731	3.97454
ackley	140	2	11	0.000435213	2.83661	0.000150503	3.09296e-05
ackley	141	2	11	7.96171	3.97931e-06	-2.97314	-1.98214
ackley	142	2	11	0.000589698	2.83951	1.98783e-05	0.000207131
ackley	143	2	11	10.1203	8.7199e-06	4.97361	9.00279e-08
ackley	144	2	11	3.57445	1.02328e-06	0.968478	-0.968478
ackley	145	2	11	6.55965	1.98661e-06	1.97445	1.97445
ackley	146	2	11	3.57447	0.0424371	-0.967649	-0.968344
ackley	147	2	11	10.1204	9.21286e-06	-3.97892	-2.98421
ackley	148	2	11	4.88407	4.37183e-06	-1.95892	-1.85155e-09
ackley	149	2	11	10.645	5.264e-06	1.99076	-4.97684
ackley	150	2	11	11.9013	4.87323e-06	3.98657	-4.9832
ackley	151	2	11	5.38186	1.65513e-06	-1.96462	0.982416
ackley	152	2	11	9.00109	1.14144e-05	-2.97922	2.97922
ackley	153	2	11	8.81315	3.76452e-06	-0.992767	3.97092
ackley	154	2	11	5.38186	1.65513e-06	-0.982416	-1.96462
ackley	155	2	11	7.18095	5.95335e-06	2.96726	0.989154
ackley	156	1	9	2.57993	4.83131e-07	-0.952167	-2.77425e-09
ackley	157	2	11	7.45824	2.75577	1.80528	1.40349
ackley	158	2	11	10.645	1.06703e-05	4.97684	1.99076
ackley	159	2	11	11.2175	1.15387e-05	4.97996	-2.988
ackley	160	2	9	7.18095	0.0053359	0.989082	2.96733
ackley	161	1	7	2.57993	4.58774e-07	-3.60333e-10	-0.952167
ackley	162	2	9	10.9983	6.14642e-06	-3.98307	3.98307
ackley	163	1	8	2.57993	4.65647e-07	-0.952167	1.49172e-09
ackley	164	2	9	11.9013	1.18456e-05	-3.98657	-4.9832
ackley	165	2	9	10.1204	7.01657e-06	-3.97892	2.98421
ackley	166	2	9	11.2175	3.90472e-05	4.97996	2.98799
ackley	167	2	9	5.38186	1.69838e-06	1.96462	-0.982416
ackley	168	2	9	11.2175	6.40121e-06	-4.97996	-2.988
ackley	169	2	9	8.81992	0.847599	0.977644	-3.97594
ackley	170	2	9	10.645	5.264e-06	1.99076	4.97684
ackley	171	2	9	2.57993	5.82197e-06	8.19572e-08	-0.952167
ackley	172	1	6	12.6323	6.15477e-07	4.98618	4.98618
ackley	173	2	9	7.96171	4.64666e-06	-1.98214	2.97314
ackley	174	2	9	4.99045	7.94337	-1.05459	-1.21335
ackley	175	2	9	10.258	4.80324e-06	4.9745	0.99492
ackley	176	2	9	4.88407	3.00704e-06	1.95892	4.62153e-10
ackley	177	1	6	2.57993	4.60862e-07	8.73548e-10	0.952167
ackley	178	2	9	7.38074	3.61844	-1.97711	1.73097
ackley	179	2	9	9.35304	1.20449e-06	-3.97454	1.98731
ackley	180	2	9	2.57993	0.00457249	0.952154	-8.2319e-05
ackley	181	2	9	2.57993	3.76493e-06	6.79981e-08	-0.952167
ackley	182	2	9	9.35304	1.39687e-06	-3.97454	-1.98731
ackley	183	2	9	6.88258	9.11527e-06	-2.96462	-1.08544e-09
ackley	184	2	9	8.78052	6.96184	3.00874	2.16911
ackley	185	2	9	10.258	4.97998e-06	-4.9745	0.99492
ackley	186	2	9	9.35304	7.60335e-06	-1.98731	-3.97454
ackley	187	2	9	5.38186	1.65513e-06	1.96462	0.982416
ackley	188	2	9	2.88094	4.63287	0.0793264	0.417724
ackley	189	1	8	2.57993	7.29786e-07	-1.03135e-08	0.952167
ackley	190	2	9	8.81315	4.17061e-06	-0.992767	3.97092
ackley	191	2	9	11.9013	8.67118e-05	-3.98657	-4.9832
ackley	192	2	10	2.57993	0.0249328	0.952496	-0.000352136
ackley	193	2	10	0.00098302	2.84688	-0.000295331	-0.00018107
ackley	194	2	10	11.9013	4.91269e-06	-4.9832	3.98657
ackley	195	2	10	6.88258	6.15824e-06	2.96462	8.60436e-09
ackley	196	2	10	8.66962	7.31659	-2.05688	3.12642
ackley	197	2	10	10.1204	9.21286e-06	3.97892	-2.98421
ackley	198	2	10	4.70446	6.84919	0.0812556	1.29169
ackley	199	2	10	11.9013	4.91269e-06	-3.98657	-4.9832
ackley	200	2	10	3.57445	1.02328e-06	-0.968478	-0.968478
ackley	201	2	10	8.81315	4.18375e-06	3.97092	0.992767
ackley	202	2	10	3.57445	3.12146e-06	-0.968478	0.968478
ackley	203	2	10	0.00167441	2.85978	-0.000242941	-0.000536269
ackley	204	2	10	1.84857	8.39251	0.0959365	-0.236
ackley	205	2	10	7.18095	5.78626e-06	-0.989154	-2.96726
ackley	206	2	10	8.81315	3.68157e-06	-3.97092	0.992767
ackley	207	2	10	10.645	5.18682e-06	4.97684	-1.99076
ackley	208	2	10	0.000832806	2.84406	0.000289227	5.06586e-05
ackley	209	2	10	5.38186	1.65513e-06	0.982416	-1.96462
ackley	210	1	7	12.6323	6.15477e-07	4.98618	-4.98618
ackley	211	2	10	6.03533	3.7855	1.75536	1.01745
ackley	212	2	10	0.0012646	2.85214	1.38823e-05	-0.00044502
ackley	213	2	10	6.55965	1.98661e-06	-1.97445	-1.97445
ackley	214	2	10	12.4893	6.39658	5.11788	3.90335
ackley	215	2	10	10.1203	7.26479e-06	-4.97361	-6.29587e-10
ackley	216	2	10	10.1204	9.1997e-06	2.98421	-3.97892
ackley	217	2	10	8.81315	3.76452e-06	-3.97092	0.992767
ackley	218	2	10	7.18095	1.00234e-05	0.989154	2.96726
ackley	219	2	10	10.258	4.98728e-06	0.99492	-4.9745
ackley	220	1	8	12.6323	6.15477e-07	4.98618	-4.98618
ackley	221	2	10	3.57445	1.09733e-06	0.968478	-0.968478
ackley	222	2	10	13.4016	7.48862	3.14861	-6.15318
ackley	223	2	10	10.258	1.85791e-05	0.99492	4.9745
ackley	224	2	10	4.88407	4.43567e-06	-1.40423e-08	1.95892
ackley	225	2	10	3.57445	0.00181704	-0.968477	-0.968513
ackley	226	2	10	8.42006e-05	2.83001	2.13894e-05	2.06933e-05
ackley	227	1	5	8.61625	7.09334e-07	-3.96947	-2.59775e-09
ackley	228	2	10	7.18095	8.04608e-06	0.989154	2.96726
ackley	229	2	10	9.35304	1.20449e-06	-1.98731	3.97454
ackley	230	2	10	11.9013	4.8001e-06	-3.98657	4.9832
ackley	231	2	10	10.258	4.80324e-06	-0.99492	4.9745
ackley	232	2	10	2.57993	3.73577e-06	1.18627e-08	-0.952167
ackley	233	1	9	2.57993	4.5844e-07	1.69705e-10	-0.952167
ackley	234	1	6	2.57993	8.75977e-07	0.952167	-1.35569e-08
ackley	235	2	10	5.38186	1.65513e-06	-1.96462	0.982416
ackley	236	2	10	0.000840628	2.84421	6.56825e-05	-0.00028901
ackley	237	2	10	0.000123672	2.83075	3.06345e-05	3.11739e-05
ackley	238	2	10	7.96171	3.94164e-06	2.97314	1.98214
ackley	239	2	10	0.000529388	2.83838	-9.3432e-05	-0.000161799
ackley	240	2	10	6.88258	6.16293e-06	2.96462	9.70081e-09
ackley	241	2	10	2.60734	1.57903	0.923997	-0.0189419
ackley	242	1	8	2.57993	4.6121e-07	-9.32194e-10	0.952167
ackley	243	2	10	10.645	5.264e-06	-1.99076	-4.97684
ackley	244	1	9	2.57993	4.5873e-07	3.41179e-10	0.952167
ackley	245	2	10	5.38186	1.65513e-06	-1.96462	-0.982416
ackley	246	2	10	0.000114824	2.83059	3.93779e-05	-9.80801e-06
ackley	247	2	10	11.2175	6.44191e-06	-4.97996	2.988
ackley	248	2	10	3.57445	1.02328e-06	-0.968478	0.968478
ackley	249	2	10	11.9013	4.8001e-06	4.9832	-3.98657
ackley	250	2	10	11.9013	4.8001e-06	-4.9832	-3.98657
ackley	251	2	10	6.55985	0.145963	1.97644	-1.97652
ackley	252	2	10	3.57445	1.02328e-06	-0.968478	-0.968478
ackley	253	2	10	6.88258	6.73399e-06	5.15264e-08	2.96462
ackley	254	2	10	10.1204	9.21286e-06	-2.98421	3.97892
ackley	255	2	10	11.9013	4.8001e-06	4.9832	-3.98657
ackley	256	2	12	7.18095	1.00234e-05	-2.96726	0.989154
ackley	257	2	12	7.18095	9.82806e-06	2.96726	0.989154
ackley	258	2	12	7.18095	5.95335e-06	-2.96726	-0.989154
ackley	259	2	12	8.61625	1.48964e-06	-2.45885e-08	3.96947
ackley	260	2	12	7.96171	3.97931e-06	2.97314	-1.98214
ackley	261	2	12	3.57445	3.15126e-06	0.968478	0.968478
ackley	262	2	12	0.000806162	2.84357	-0.000239653	-0.000152874
ackley	263	2	12	4.40944	7.72608	-1.02902	-1.14497
ackley	264	2	12	11.9013	1.17725e-05	3.98657	4.9832
ackley	265	2	12	8.38453e-05	2.83001	-1.49559e-05	-2.55849e-05
ackley	266	2	12	0.000472736	2.83731	0.00010009	-0.000133527
ackley	267	2	12	10.1203	7.26833e-06	-4.97361	4.2772e-09
ackley	268	1	9	2.57993	5.18404e-07	0.952167	4.3986e-09
ackley	269	1	7	8.61625	9.37198e-07	-3.96947	1.17248e-08
ackley	270	2	12	5.38187	0.00999295	0.982319	-1.96444
ackley	271	2	12	4.88512	0.328339	0.00373751	-1.96414
ackley	272	2	12	0.000260587	2.83333	6.77128e-05	-6.23579e-05
ackley	273	2	12	5.38186	2.89232e-06	1.96462	0.982416
ackley	274	2	12	11.9013	4.8001e-06	4.9832	3.98657
ackley	275	2	12	9.35304	1.20449e-06	1.98731	-3.97454
ackley	276	2	12	2.32293e-05	2.82886	-5.97746e-06	-5.63112e-06
ackley	277	2	12	7.18095	5.95335e-06	0.989154	2.96726
ackley	278	2	12	4.88407	3.01346e-06	-1.95892	-3.6778e-09
ackley	279	2	12	10.645	5.18682e-06	-4.97684	-1.99076
ackley	280	2	12	5.38188	0.0402786	1.9651	-0.983041
ackley	281	2	12	8.81315	3.68157e-06	-0.992767	3.97092
ackley	282	2	12	6.55965	1.98661e-06	-1.97445	-1.97445
ackley	283	2	12	8.81315	4.24697e-06	-3.97092	-0.992767
ackley	284	2	12	6.88258	6.14634e-06	2.96462	4.80834e-09
ackley	285	2	12	0.000386149	2.83569	-0.000136305	3.46207e-06
ackley	286	1	7	2.57993	4.61567e-07	-9.88754e-10	-0.952167
ackley	287	2	12	3.57445	1.02328e-06	0.968478	0.968478
ackley	288	2	10	1.86647	8.44011	-0.104095	0.234049
ackley	289	2	10	10.1204	7.01657e-06	-2.98421	-3.97892
ackley	290	2	10	5.6603	4.9468	0.908373	-1.34265
ackley	291	2	10	3.69896	3.00431	-0.930539	-0.902879
ackley	292	2	10	4.99751	7.00754	-1.23179	-0.910431
ackley	293	2	10	8.81315	3.76452e-06	3.97092	-0.992767
ackley	294	2	10	5.38186	1.65513e-06	-1.96462	0.982416
ackley	295	2	10	6.88258	4.81027e-05	2.96462	5.11672e-07
ackley	296	2	10	8.81315	3.68157e-06	-0.992767	-3.97092
ackley	297	2	10	3.57445	1.02328e-06	-0.968478	0.968478
ackley	298	2	10	10.7348	3.00786	-2.0476	-4.9632
ackley	299	1	7	8.61625	6.96116e-07	3.96947	-5.25084e-10
ackley	300	1	7	2.57993	4.8221e-07	-0.952167	-2.72087e-09
ackley	301	2	10	11.2175	1.15387e-05	2.988	-4.97996
ackley	302	2	10	7.96171	3.97931e-06	2.97314	1.98214
ackley	303	2	10	7.18095	5.79612e-06	2.96726	0.989154
ackley	304	2	10	10.1204	9.1997e-06	3.97892	-2.98421
ackley	305	2	10	0.001158	2.85015	0.000383458	-0.000138925
ackley	306	2	10	3.57445	1.02328e-06	0.968478	0.968478
ackley	307	2	10	7.96171	4.5707e-06	-2.97314	1.98214
ackley	308	2	10	11.9013	4.8001e-06	-4.9832	-3.98657
ackley	309	1	4	8.61625	7.5286e-07	-3.96947	2.98431e-09
ackley	310	2	10	10.1204	9.21286e-06	2.98421	3.97892
ackley	311	2	10	9.00109	1.14144e-05	2.97922	-2.97922
ackley	312	2	10	9.35304	1.20449e-06	1.98731	3.97454
ackley	313	1	8	2.57993	4.60806e-07	0.952167	-8.63818e-10
ackley	314	2	10	10.1204	9.21286e-06	3.97892	-2.98421
ackley	315	2	10	2.03895e-05	2.82881	6.10479e-06	-3.83289e-06
ackley	316	2	10	11.9013	4.91269e-06	-4.9832	3.98657
ackley	317	2	10	0.00287415	2.88204	0.000316919	-0.000955436
ackley	318	2	10	8.81315	3.68157e-06	-0.992767	-3.97092
ackley	319	2	10	3.57445	6.68489e-05	0.968476	-0.968477
ackley	320	2	11	5.02576	8.69114	1.13571	1.16329
ackley	321	2	11	7.96171	4.03178e-06	2.97314	1.98214
ackley	322	2	11	3.57445	1.02328e-06	0.968478	0.968478
ackley	323	2	11	3.57445	1.02328e-06	0.968478	0.968478
ackley	324	2	11	7.18095	5.76906e-06	2.96726	0.989154
ackley	325	2	11	5.38186	1.65513e-06	-0.982416	-1.96462
ackley	326	2	11	10.645	5.18682e-06	-1.99076	-4.97684
ackley	327	1	7	2.57993	4.60642e-07	8.34473e-10	-0.952167
ackley	328	2	11	3.57445	1.02328e-06	-0.968478	-0.968478
ackley	329	2	11	3.1648	7.19822	-0.0770674	1.08318
ackley	330	2	11	0.000560129	2.83895	-3.89443e-05	0.000193793
ackley	331	2	11	10.645	5.264e-06	-1.99076	4.97684
ackley	332	2	11	0.000222706	2.83262	-5.76784e-05	-5.3514e-05
ackley	333	2	11	0.000759104	2.84268	4.25897e-05	0.0002643
ackley	334	2	11	11.9013	4.87323e-06	4.9832	3.98657
ackley	335	1	7	12.6323	6.15477e-07	-4.98618	-4.98618
ackley	336	2	11	8.81315	4.24697e-06	-0.992767	-3.97092
ackley	337	2	11	9.35304	1.41688e-06	3.97454	-1.98731
ackley	338	2	11	4.88407	3.00696e-06	-1.95892	-2.25873e-10
ackley	339	2	11	0.0010146	2.84747	0.0002434	-0.000261858
ackley	340	2	11	5.38186	1.69838e-06	-1.96462	0.982416
ackley	341	2	11	3.57445	1.02328e-06	0.968478	-0.968478
ackley	342	2	11	7.96171	4.64666e-06	2.97314	-1.98214
ackley	343	1	8	2.57993	4.58392e-07	-1.18827e-10	0.952167
ackley	344	2	11	8.81315	0.0162322	-0.992699	-3.97123
ackley	345	2	11	10.258	4.80324e-06	0.99492	-4.9745
ackley	346	2	11	4.88407	3.00694e-06	5.06873e-11	-1.95892
ackley	347	2	11	9.00109	9.81376e-06	2.97922	-2.97922
ackley	348	2	11	4.88407	3.01939e-06	-5.08451e-09	1.95892
ackley	349	2	11	9.35304	1.20449e-06	-3.97454	1.98731
ackley	350	2	11	4.03523e-05	2.82919	-1.32019e-05	-5.40304e-06
ackley	351	2	11	10.1204	1.66654e-05	2.98421	3.97892
ackley	352	2	9	7.96171	3.97931e-06	-2.97314	1.98214
ackley	353	2	9	0.000622733	2.84013	-7.40097e-05	-0.000206875
ackley	354	2	9	6.26476	7.93239	1.13154	2.08578
ackley	355	2	9	10.645	5.18682e-06	-4.97684	-1.99076
ackley	356	2	9	10.1204	9.21286e-06	-2.98421	-3.97892
ackley	357	2	9	9.35304	1.18521e-06	1.98731	-3.97454
ackley	358	2	9	7.18095	9.82806e-06	2.96726	-0.989154
ackley	359	2	9	8.81315	4.24697e-06	3.97092	0.992767
ackley	360	2	9	8.81315	4.25988e-06	-0.992767	3.97092
ackley	361	2	9	4.88407	3.00933e-06	1.95892	-2.22793e-09
ackley	362	2	9	4.88407	4.37463e-06	1.95892	3.4421e-09
ackley	363	2	9	7.96171	3.97931e-06	1.98214	2.97314
ackley	364	2	9	5.38186	1.65513e-06	-0.982416	1.96462
ackley	365	2	9	11.9013	4.91269e-06	-4.9832	3.98657
ackley	366	1	8	2.57993	4.58388e-07	1.14435e-10	0.952167
ackley	367	2	9	4.05251	2.99719	-0.561148	-0.356832
ackley	368	2	9	8.81315	3.69188e-06	-3.97092	-0.992767
ackley	369	2	9	2.5847	0.697143	-0.00667337	0.964257
ackley	370	2	9	8.81315	3.76452e-06	-3.97092	0.992767
ackley	371	1	6	8.61625	7.55255e-07	3.96947	3.18824e-09
ackley	372	2	9	10.258	4.80324e-06	-0.99492	-4.9745
ackley	373	2	9	6.88258	6.14207e-06	2.20503e-09	-2.96462
ackley	374	2	9	0.00447807	2.91152	-0.00106411	-0.00114117
ackley	375	2	9	0.0166028	3.12533	-0.00404174	0.0038431
ackley	376	2	9	7.96171	4.64666e-06	2.97314	1.98214
ackley	377	2	9	9.00109	9.81376e-06	2.97922	2.97922
ackley	378	2	9	7.83147	5.99699	0.219529	-2.99816
ackley	379	2	9	4.2273	6.70287	-0.279236	-1.08105
ackley	380	2	9	2.43179	5.91243	-0.00804149	-0.345822
ackley	381	2	9	7.18095	5.75878e-06	2.96726	-0.989154
ackley	382	2	9	6.55965	1.98661e-06	1.97445	-1.97445
ackley	383	1	8	2.57993	4.70884e-07	-1.96034e-09	0.952167
ackley	384	2	12	6.55965	1.98661e-06	1.97445	-1.97445
ackley	385	2	12	9.35304	1.41688e-06	-3.97454	-1.98731
ackley	386	2	12	10.1204	7.01657e-06	2.98421	3.97892
ackley	387	1	7	2.57993	6.30927e-07	0.952167	-7.87408e-09
ackley	388	2	12	5.38186	2.89232e-06	-0.982416	1.96462
ackley	389	2	12	5.38186	2.94464e-06	-0.982416	-1.96462
ackley	390	2	12	3.77917	3.56758	0.891204	0.904668
ackley	391	2	12	8.81315	3.68157e-06	0.992767	3.97092
ackley	392	1	9	12.6323	6.15477e-07	4.98618	4.98618
ackley	393	2	12	2.57993	1.3629e-05	0.952166	-2.11054e-07
ackley	394	2	12	8.81315	3.76452e-06	-3.97092	0.992767
ackley	395	2	12	3.57445	1.02328e-06	0.968478	0.968478
ackley	396	2	12	11.2175	6.40121e-06	4.97996	-2.988
ackley	397	2	12	7.96171	3.97931e-06	1.98214	2.97314
ackley	398	2	12	7.96171	3.88926e-06	-1.98214	-2.97314
ackley	399	2	12	7.18095	5.79612e-06	2.96726	0.989154
ackley	400	2	12	5.17457e-05	2.8294	-1.51097e-05	-1.03094e-05
ackley	401	2	12	7.96171	4.64666e-06	-1.98214	-2.97314
ackley	402	2	12	3.57445	1.02328e-06	0.968478	0.968478
ackley	403	2	12	7.96171	0.0126088	-2.97291	1.98204
ackley	404	2	12	10.258	4.98728e-06	0.99492	4.9745
