fun	idx	status	iter	fval	norm	coord_0	coord_1
himmelblau	233	2	0	11.6968	32.4729	3.53257	1.11062
himmelblau	234	2	0	20.0984	35.8219	2.05202	2.33401
himmelblau	235	2	0	95.3632	55.8333	-2.00479	1.09956
himmelblau	236	2	0	164.997	36.8149	-1.05975	-1.34552
himmelblau	237	2	0	108.019	51.8952	0.481947	1.41155
himmelblau	238	2	0	3.94035	20.1344	2.62244	2.15685
himmelblau	239	2	0	45.7866	86.0876	3.30707	-3.10958
himmelblau	240	2	0	24.6867	43.697	2.8935	-0.47594
himmelblau	241	2	0	4.54704	17.8155	2.62482	2.36713
himmelblau	242	2	0	39.4535	56.4337	2.40219	0.596776
himmelblau	243	2	0	356.247	331.941	-1.98036	-4.85812
himmelblau	244	2	0	117.482	49.6601	0.242546	1.32515
himmelblau	245	2	0	97.304	66.9632	-3.56109	1.0389
himmelblau	246	2	0	177.087	15.2001	-0.224989	-0.274074
himmelblau	247	2	0	223.464	286.458	-4.76122	3.20533
himmelblau	248	2	0	45.7698	34.1024	1.31691	2.5506
himmelblau	249	2	0	253.893	284.537	5.04095	-3.71012
himmelblau	250	2	0	73.4033	153.645	-4.79334	-3.78006
himmelblau	251	2	0	180.304	46.543	0.564389	-2.714
himmelblau	252	2	0	171.167	28.4967	-0.981826	-0.861831
himmelblau	253	2	0	69.2677	18.2442	-0.0233456	3.11049
himmelblau	254	2	0	25.6087	78.1359	-2.89486	3.84762
himmelblau	255	2	0	299.374	304.5	4.88116	-4.13267
himmelblau	256	2	2	0.566331	8.99304	-2.93137	3.10742
himmelblau	257	2	2	4.07043	28.0088	3.29656	2.06758
himmelblau	258	2	2	17.7439	67.8226	-4.30993	-3.53623
himmelblau	259	2	2	0.523597	9.09272	3.12402	1.96382
himmelblau	260	2	2	1.07923	14.9098	3.72364	-1.93178
himmelblau	261	2	2	2.90515	15.846	3.65255	-2.24707
himmelblau	262	2	2	0.0878599	2.15824	3.02087	1.91996
himmelblau	263	2	2	0.567412	9.85207	-2.77105	3.2435
himmelblau	264	2	2	47.5427	96.6315	3.06279	3.26099
himmelblau	265	2	2	60.6186	149.447	-4.65218	-3.11113
himmelblau	266	2	2	10.5306	51.0196	-4.00623	-2.9247
himmelblau	267	2	2	105.955	19.1797	-2.76686	0.0767135
himmelblau	268	2	2	0.742094	10.444	-2.79296	2.99277
himmelblau	269	2	2	10.8705	49.2056	-3.36654	-3.40192
himmelblau	270	2	2	25.1083	72.3574	4.0651	-0.94724
himmelblau	271	2	2	41.9023	121.053	-4.54139	-3.23795
himmelblau	272	2	2	3.03921	23.586	3.33568	-1.85634
himmelblau	273	2	2	4.13037	17.2463	2.63714	2.33762
himmelblau	274	2	2	43.9889	101.401	3.68326	2.70869
himmelblau	275	2	2	9.77991	19.7662	3.64117	-0.777379
himmelblau	276	2	2	35.6469	82.9765	3.24308	3.02628
himmelblau	277	2	2	0.128455	3.63827	2.93587	2.04994
himmelblau	278	2	2	19.3872	73.2135	-4.15419	-2.88498
himmelblau	279	2	2	13.351	48.108	-3.24814	-3.20427
himmelblau	280	2	2	1.15733	12.313	2.8071	2.0445
himmelblau	281	2	2	0.533326	8.67908	-2.9302	3.1418
himmelblau	282	2	2	4.82376	32.5849	-4.06191	-3.43819
himmelblau	283	2	2	36.6607	83.5514	-2.98295	-3.50322
himmelblau	284	2	2	2.03917	14.4647	3.23696	1.73452
himmelblau	285	2	2	35.1244	61.0253	-3.78486	-2.2273
himmelblau	286	2	2	2.06936	16.1826	3.03765	2.30215
himmelblau	287	2	2	2.07535	18.6461	3.1404	2.19871
himmelblau	288	2	0	48.0974	48.6267	1.45434	2.06731
himmelblau	289	2	0	127.419	190.059	-2.81755	-4.28782
himmelblau	290	2	0	10.633	39.8775	3.53859	1.47508
himmelblau	291	2	0	121.744	174.41	-1.56072	4.3301
himmelblau	292	2	0	133.675	56.3734	-1.68861	-1.54506
himmelblau	293	2	0	3.60263	14.4894	3.63581	-1.30428
himmelblau	294	2	0	108.797	51.7985	-3.52859	0.537935
himmelblau	295	2	0	50.175	115.166	4.3162	-0.831938
himmelblau	296	2	0	250.617	188.541	-1.32989	-4.10589
himmelblau	297	2	0	141.491	45.9883	-0.921263	0.775365
himmelblau	298	2	0	303.344	287.083	-1.95266	-4.66037
himmelblau	299	2	0	20.9224	44.7428	3.80392	-0.169696
himmelblau	300	2	0	73.8415	63.5439	1.48804	1.20815
himmelblau	301	2	0	406.694	389.759	3.40951	-4.82847
himmelblau	302	2	0	61.1	110.984	2.83526	3.45912
himmelblau	303	2	0	11.4161	32.0928	2.80797	1.18979
himmelblau	304	2	0	35.3925	79.5536	4.11046	-2.82584
himmelblau	305	2	0	38.6632	90.0683	4.14359	-0.516363
himmelblau	306	2	0	8.84973	14.2198	3.36184	0.97547
himmelblau	307	2	0	115.484	126.77	-3.98852	1.54864
himmelblau	308	2	0	133.704	221.614	-5.10007	-3.92103
himmelblau	309	2	0	139.49	92.9835	-3.94125	-0.0730098
himmelblau	310	2	0	190.93	239.65	2.97621	4.20555
himmelblau	311	2	0	57.4861	97.9224	3.17655	-3.19362
himmelblau	312	2	0	151.683	191.179	1.98307	4.12008
himmelblau	313	2	0	73.5943	43.0707	0.566645	3.28343
himmelblau	314	2	0	53.336	96.2076	3.6247	-3.25463
himmelblau	315	2	0	14.9927	32.0466	2.2014	2.35055
himmelblau	316	2	0	373.963	394.047	-5.11662	3.90411
himmelblau	317	2	0	146.669	40.2311	-1.55221	0.0155039
himmelblau	318	2	0	221.452	140.434	-1.11094	-3.77835
himmelblau	319	2	0	213.328	96.1414	0.724179	-3.32529
himmelblau	320	2	1	4.97286	21.4651	2.84945	2.52016
himmelblau	321	2	1	0.451265	6.9946	2.97334	1.85186
himmelblau	322	2	1	12.7657	36.1417	2.33726	2.01529
himmelblau	323	2	1	57.2389	43.5491	-0.913116	3.34428
himmelblau	324	2	1	0.722393	7.31817	2.85877	2.16061
himmelblau	325	2	1	29.571	48.0024	-3.20344	-2.40055
himmelblau	326	2	1	60.2323	67.5228	-2.54614	-2.49334
himmelblau	327	2	1	54.4996	57.6485	-3.63072	-1.80499
himmelblau	328	2	1	69.6485	47.656	-3.43363	-1.45415
himmelblau	329	2	1	2.26553	24.2063	-3.62786	-3.39063
himmelblau	330	2	1	43.5937	49.758	-2.9336	1.83168
himmelblau	331	2	1	19.0015	39.4205	-2.05003	2.73364
himmelblau	332	2	1	45.9224	34.2896	1.37635	2.88166
himmelblau	333	2	1	133.68	109.578	-3.94919	0.873283
himmelblau	334	2	1	15.97	37.2374	2.2106	2.12606
himmelblau	335	2	1	2.15399	24.5257	-3.95645	-3.24641
himmelblau	336	2	1	113.679	72.5489	-1.77405	-2.72046
himmelblau	337	2	1	0.431874	5.67887	3.61904	-2.00799
himmelblau	338	2	1	103.681	5.84543	-3.05771	-0.220704
himmelblau	339	2	1	1.41639	15.256	-3.61928	-3.18207
himmelblau	340	2	1	63.6429	46.5059	-3.22514	-1.59876
himmelblau	341	2	1	19.8949	41.3971	2.98404	-0.776958
himmelblau	342	2	1	8.08297	13.5909	3.40105	-0.879243
himmelblau	343	2	1	24.3848	46.8371	-2.16317	2.46528
himmelblau	344	2	1	68.723	70.3971	-2.40408	-2.55537
himmelblau	345	2	1	135.552	59.7827	1.19709	-1.74061
himmelblau	346	2	1	80.0882	170.383	-4.68738	-2.82531
himmelblau	347	2	1	1.04842	13.8232	3.45706	-1.94585
himmelblau	348	2	1	71.2974	34.3484	0.496031	3.20837
himmelblau	349	2	1	14.0179	38.2464	-2.96123	2.4953
himmelblau	350	2	1	69.4944	22.0952	0.334185	3.1079
himmelblau	351	2	1	1.7242	13.8245	2.75539	2.11418
himmelblau	352	2	0	12.7114	36.6088	-2.7425	2.51211
himmelblau	353	2	0	161.885	35.1308	0.253129	0.13697
himmelblau	354	2	0	315.516	331.19	4.40361	3.92383
himmelblau	355	2	0	172.058	211.785	-4.70459	-1.63145
himmelblau	356	2	0	52.5579	120.361	-3.20472	-3.96588
himmelblau	357	2	0	317.105	257.192	1.82027	-4.28513
himmelblau	358	2	0	27.8163	58.1268	2.7586	-1.5317
himmelblau	359	2	0	19.3141	46.4864	3.70122	0.79874
himmelblau	360	2	0	37.4256	95.373	-2.45101	3.934
himmelblau	361	2	0	66.4758	66.1544	2.10078	0.0662794
himmelblau	362	2	0	69.4286	66.5353	2.03407	0.154086
himmelblau	363	2	0	199.081	246.242	3.22702	4.1736
himmelblau	364	2	0	94.3625	53.9115	-0.84331	1.77786
himmelblau	365	2	0	401.732	386.258	-4.56084	5.00683
himmelblau	366	2	0	147.757	40.9158	-0.203798	0.763888
himmelblau	367	2	0	101.547	49.6042	-2.50669	-1.14418
himmelblau	368	2	0	138.405	140.097	-4.29071	-1.15258
himmelblau	369	2	0	39.0889	100.612	4.32823	-2.45354
himmelblau	370	2	0	114.676	84.6358	-3.75388	0.904948
himmelblau	371	2	0	19.9529	41.4123	3.77596	-0.144534
himmelblau	372	2	0	390.983	308.65	-1.31024	-4.71925
himmelblau	373	2	0	196.595	51.3864	-0.269198	-2.9922
himmelblau	374	2	0	144.129	43.1667	-1.40248	0.34394
himmelblau	375	2	0	80.5969	61.067	-1.55644	1.67728
himmelblau	376	2	0	7.11519	30.3825	2.64056	1.73217
himmelblau	377	2	0	41.2768	83.594	2.70933	3.27164
himmelblau	378	2	0	248.638	116.039	0.169963	-3.58924
himmelblau	379	2	0	147.939	202.402	-4.39614	2.36601
himmelblau	380	2	0	138.34	57.1361	1.09362	-0.518949
himmelblau	381	2	0	20.9299	36.5249	2.86802	0.442631
himmelblau	382	2	0	13.1521	58.5618	4.05842	-1.989
himmelblau	383	2	0	111.673	120.633	-4.18128	-1.38697
himmelblau	384	2	0	77.6057	123.173	3.44424	-3.46028
himmelblau	385	2	0	78.0734	92.0578	-3.99246	-1.66863
himmelblau	386	2	0	144.509	197.653	2.80854	4.02221
himmelblau	387	2	0	130.399	58.5959	1.11837	-0.0397619
himmelblau	388	2	0	250.152	281.153	-4.99614	-1.50147
himmelblau	389	2	0	149.828	49.2602	-1.2353	-1.97866
himmelblau	390	2	0	135.612	186.363	-1.47783	4.38726
himmelblau	391	2	0	109.319	110.33	0.810587	3.78595
himmelblau	392	2	0	779.269	602.074	4.60732	5.07357
himmelblau	393	2	0	53.9493	59.1275	1.63406	1.57511
himmelblau	394	2	0	116.835	86.7831	-3.77463	0.887702
himmelblau	395	2	0	119.157	55.4489	0.75216	0.933827
himmelblau	396	2	0	198.983	260.437	5.05533	-3.21429
himmelblau	397	2	0	37.0268	36.2397	1.64398	2.83504
himmelblau	398	2	0	118.649	92.6552	-1.85341	-3.22098
himmelblau	399	2	0	217.718	269.273	4.45019	3.3122
himmelblau	400	2	0	163.097	31.2237	-0.45711	0.340829
himmelblau	401	2	0	127.159	98.7085	-1.80544	-3.31829
himmelblau	402	2	0	110.993	55.2732	0.708739	1.1758
himmelblau	403	2	0	149.941	207.852	-3.87656	4.44084
himmelblau	404	2	0	323.175	327.742	1.42256	4.80242
himmelblau	405	2	0	24.3751	55.6176	2.81806	-1.56757
himmelblau	406	2	0	225.249	248.515	3.05698	-4.21383
himmelblau	407	2	0	51.3765	30.9454	1.18339	2.8855
himmelblau	408	2	0	137.409	221.06	-3.24759	-4.56522
himmelblau	409	2	0	309.444	308.096	0.0793487	4.83727
himmelblau	410	2	0	310.99	328.193	-4.96704	1.94073
himmelblau	411	2	0	99.428	162.058	3.89938	3.13791
himmelblau	412	2	0	40.648	72.8752	-2.78894	-3.15206
himmelblau	413	2	0	156.096	45.7166	0.827095	-1.95401
himmelblau	414	2	0	201.417	258.245	4.44413	3.19641
himmelblau	415	2	0	55.7551	106.919	3.07116	3.34388
himmelblau	416	2	0	39.2462	62.2178	2.5917	-1.08808
himmelblau	417	2	0	7.02642	10.6803	3.51798	-0.932067
himmelblau	418	2	0	75.8093	158.514	-3.51138	-4.32292
himmelblau	419	2	0	124.939	59.6807	1.13706	0.172317
himmelblau	420	2	0	162.304	39.3792	-1.07386	-1.52962
himmelblau	421	2	0	5.67288	25.149	3.75159	-2.34883
himmelblau	422	2	0	309.093	343.556	4.80637	3.2741
himmelblau	423	2	0	59.0114	55.8055	-3.24113	1.6257
himmelblau	424	2	0	74.0007	63.988	1.51714	1.1583
himmelblau	425	2	0	69.5926	129.172	4.4424	-2.92263
himmelblau	426	2	0	89.8894	63.4208	-2.35589	-1.8025
himmelblau	427	2	0	102.821	37.5563	-2.48094	0.545452
himmelblau	428	2	0	395.869	407.266	5.05278	3.2867
himmelblau	429	2	0	95.4743	76.5039	1.8881	-2.33074
himmelblau	430	2	0	404.413	261.018	0.0730441	-4.45037
himmelblau	431	2	0	65.7589	83.8618	1.6859	3.45232
himmelblau	432	2	0	33.6093	57.1552	-2.93701	-2.65605
